sign,remaining_steps,offset,reverse_ramp,initial_soc_kwh,result,terminal_error_kwh,day,step,soc_kwh,target_kwh,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw
1,3,exact,False,178.94736842105263,feasible,0.0,240,93,178.94736842105263,100.0,-100.0,100.0,99.99999999999991,480.5,-8.526512829121202e-14,3.7999999999999996e-08,0.0,0.0,0.0
1,3,exact,True,178.94736842105263,feasible,0.0,240,93,178.94736842105263,100.0,-100.0,100.0,99.99999999999991,480.5,-8.526512829121202e-14,3.7999999999999996e-08,0.0,1.0,154.99999999999991
1,3,roundoff,False,178.94736842105266,feasible,0.0,240,93,178.94736842105266,100.0,-100.0,100.0,100.00000000000003,480.50000000000006,2.842170943040401e-14,3.7999999999999996e-08,1.0,0.0,0.0
1,3,roundoff,True,178.94736842105266,feasible,0.0,240,93,178.94736842105266,100.0,-100.0,100.0,100.00000000000003,480.50000000000006,2.842170943040401e-14,3.7999999999999996e-08,1.0,1.0,155.0
1,3,infeasible,False,178.94836842105263,explicit_infeasible,,240,93,178.94836842105263,100.0,-100.0,100.0,100.00379999999994,480.5038,0.003799999999941406,3.7999999999999996e-08,,,
1,3,infeasible,True,178.94836842105263,explicit_infeasible,,240,93,178.94836842105263,100.0,-100.0,100.0,100.00379999999994,480.5038,0.003799999999941406,3.7999999999999996e-08,,,
1,4,inside,False,205.26315779473686,feasible,0.0,240,92,205.26315779473686,100.0,-83.10249349584483,100.0,99.99999962000005,670.74999962,-3.799999461762127e-07,3.7999999999999996e-08,0.0,0.0,0.0
1,4,inside,True,205.26315779473686,feasible,0.0,240,92,205.26315779473686,100.0,-83.10249349584483,100.0,99.99999962000005,670.74999962,-3.799999461762127e-07,3.7999999999999996e-08,0.0,1.0,154.99999962000004
1,4,exact,False,205.26315789473685,feasible,0.0,240,92,205.26315789473685,100.0,-83.10249307479222,100.0,100.00000000000003,670.75,2.842170943040401e-14,3.7999999999999996e-08,1.0,0.0,0.0
1,4,exact,True,205.26315789473685,feasible,0.0,240,92,205.26315789473685,100.0,-83.10249307479222,100.0,100.00000000000003,670.75,2.842170943040401e-14,3.7999999999999996e-08,1.0,1.0,155.0
1,4,roundoff,False,205.26315789473688,feasible,0.0,240,92,205.26315789473688,100.0,-83.1024930747921,100.0,100.00000000000014,670.7500000000001,1.4210854715202004e-13,3.7999999999999996e-08,1.0,0.0,0.0
1,4,roundoff,True,205.26315789473688,feasible,0.0,240,92,205.26315789473688,100.0,-83.1024930747921,100.0,100.00000000000014,670.7500000000001,1.4210854715202004e-13,3.7999999999999996e-08,1.0,1.0,155.0
1,4,infeasible,False,205.26415789473685,explicit_infeasible,,240,92,205.26415789473685,100.0,-83.0982825484764,100.0,100.00380000000004,670.7538000000001,0.003800000000040882,3.7999999999999996e-08,,,
1,4,infeasible,True,205.26415789473685,explicit_infeasible,,240,92,205.26415789473685,100.0,-83.0982825484764,100.0,100.00380000000004,670.7538000000001,0.003800000000040882,3.7999999999999996e-08,,,
